raw,clean,labels
"@RajaGuguk14 @Ronnie_Rusli Tidak juga, adik saya seorang Dokter, kerjanya mengobati org yg kena Covid-19. Pernah kena Covid-19. Sudah tiga kali divaksin, terakhir Booster pakai Moderna, tapi kena Covid-19 sekali lagi. Tdk ada hybrid immunity itu. Di vaksin atau tdk org tetap bisa kena Covid-19 berkali-kali",tidak juga adik saya orang dokter kerja obat orang yang kena covid pernah kena covid sudah tiga kali vaksin akhir booster pakai moderna tapi kena covid sekali lagi tidak ada hybrid immunity itu di vaksin atau tidak orang tetap bisa kena covid kali kali,1
"@dfitriani1 @AndyHusky2 @jen_l4u @MommaBear0716 @aewin86 @MFaishalNazar @rokandt @RasputinKW @mas_prasetiyo @yf__zr @marrywhoanna @opinzx @arifbsantoso @NdoroTedjo @Hana_restu20 @KemenkesRI Loh anda itu mau enaknya aja. Anda gk mau vaksin, gk mau maskeran. Gk mau ikutin aturan. Tapi gilirn kena covid mau gratis 😅. 

Enak amat mbak hidup bgtu. Anda yg cari gara2 tapi pemerintah yg harus bayarin",loh anda itu mau enak saja anda enggak mau vaksin enggak mau masker enggak mau ikut atur tapi gilirn kena covid mau gratis enak amat mbak hidup begitu anda yang cari gara tapi perintah yang harus bayarin,1
"Kenapa pesakit HIV tak boleh terima vaksin COVID-19? Video tu cakap tak boleh je, takde bagi apa-apa penerangan. Adakah disebabkan oleh Pfizer tak include 196 subjek PLHIV dalam proposal semasa nak dapatka. kelulusan untuk kegunaan di US atau UK?",kenapa sakit hiv tidak boleh terima vaksin covid video itu cakap tidak boleh je takde bagi apa apa terang ada sebab oleh pfizer tidak include subjek plhiv dalam proposal masa mau dapatka kelulus untuk guna di uji sekolah atau uk,1
"Disiplin adalah kunci menang lawan Covid-19. Selalu terapkan protokol kesehatan dimanapun, laksanakan vaksinasi dan patuhi aturan pemerintah.

#ProkesCegahPandemi
Vaksinasi Efektif Melindungi",disiplin adalah kunci menang lawan covid selalu terap protokol sehat mana laksana vaksinasi dan patuh atur perintah vaksinasi efektif lindung,1
"Yuk Ikutan Vaksinasi MERDEKA! *GRATIS*! 💉 Sinovac

 *Indonesia Bebas Covid-19*

PT. Warna Warni Media bersama POLRI, POLDA Metro Jaya, IMI bekerja sama hadirkan sentra Vaksinasi, pada:

🗓 Jumat, 20 Agustus 2021
⏰ Pukul 09.00 - 15.00 WIB
.
.",yuk ikut vaksinasi merdeka gratis sinovac indonesia bebas covid pt warna warni media sama polri polda metro jaya imi kerja sama hadir sentra vaksinasi pada jumat agustus pukul wib,1
"Indonesia kembali kedatangan lagi vaksin Covid-19 tahap ke-99 yang merupakan dukungan kerja sama dose-sharing vaksin Covid-19 dan kali ini adalah dari Selandia Baru.

Bantuan ini dari negara yang dipimpin  oleh PM Jacinda Ardern ini berupa 684.400 dosis vaksin AstraZeneca.",indonesia kembali datang lagi vaksin covid tahap ke yang rupa dukung kerja sama dose sharing vaksin covid dan kali ini adalah dari selandia baru bantu ini dari negara yang pimpin oleh pm jacinda ardern ini upa dosis vaksin astrazeneca,1
"Vaksin Pifizer-Biontech dah digunakan untuk menteri dan kepala2 frontliner. Untuk rakyat vaksin Sinovac pula akan digunakan. 

Vaksin Covid-19 mana idaman kalbu
1. Pfizer-Biontech (selesai)
2. Sinovac dari China
3. Sputnik V dari Rusia
4. Oxford-AstraZeneca dari Britain",vaksin pifizer biontech deh guna untuk menteri dan kepala frontliner untuk rakyat vaksin sinovac pula akan guna vaksin covid mana idam kalbu pfizer biontech selesai sinovac dari china sputnik dari rusia oxford astrazeneca dari britain,1
"Perusahaan Moderna Inc dan Takeda Pharmaceutical bekerja sama dengan otoritas Jepang untuk menarik kembali 3 batch vaksin covid-19 Moderna, setelah ditemukan adanya kontaminasi di beberapa botol vaksin.ditemukan partikel stainless steel dalam batch vaksin Moderna tersebut,",usaha moderna inc dan takeda pharmaceutical kerja sama dengan otoritas jepang untuk tarik kembali batch vaksin covid moderna telah temu ada kontaminasi di beberapa botol vaksin temu partikel stainle steel dalam batch vaksin moderna sebut,0
"Saat org"" sekitar pada ga pake masker dan gw selalu pake masker walau k warung doang, salah satu bukti GW MAU COVID CEPET ILANG DARI MUKA BUMI PLEASE !
ADA VAKSIN YA BOK YA VAKSIN GRATIS YH SESUAI VAKSIN YOKK NIAR ILANG COVIDNYA !!! DAN KITA GA AKAM KESERANG COVID DAN ANTEK""A",saat orang sekitar pada enggak pakai masker dan gue selalu pakai masker walau warung doang salah satu bukti gue mau covid cepat hilang dari muka bumi tolong ada vaksin iya bok iya vaksin gratis ya sesuai vaksin yuk niar hilang covidnya dan kita enggak akam serang covid dan antek,0
"keluarga gua kena covid, pdhl sblmnya kita sekamar brg. dia jawab kek gitu. which mean dia bnr bnr ga percaya tp pgn pandemi cepet kelar. yaa gini deh disuruh pada make masker pd susah disuruh vaksin yg jelas2 aja udh gratis, ttp aja gamau",keluarga aku kena covid padahal belum kita kamar bareng dia jawab kayak begitu which maksud dia benar benar enggak percaya tapi pengin pandemi cepat kelar ya begini deh suruh pada pakai masker pada susah suruh vaksin yang jelas saja sudah gratis tetap saja enggak mau,0
"@woundervul Aku kontra sih sama PTM 100%. Apalagi dengan adanya varian virus corona baru yg katanya ngga mempan sama vaksin sinovac 2 kali. 
*maaf banget kalo penjelasanku ngga lengkap :(",saya kontra sih sama ptm apalagi dengan ada varian virus corona baru yang kata enggak mempan sama vaksin sinovac kali maaf banget jika jelas enggak lengkap,1
"mengurangi gejala kesakitan dari varian Covid-19 B.1.1.7 atau varian Inggris, setelah 3 minggu disuntikkan.
Penelitian yang dilakukan oleh PHE dalam rentang waktu dari 5 April hingga 16 Mei 2021 ini juga mengemukakan bahwa dua dosis vaksin AstraZeneca 60 persen efektif mengurangi",kurang gejala sakit dari varian covid atau varian inggris telah minggu suntik teliti yang laku oleh phe dalam rentang waktu dari april hingga mei ini juga muka bahwa dua dosis vaksin astrazeneca persen efektif kurang,1
"Berbagai macam jenis vaksin Covid-19 dipakai di Indonesia seperti Sinovac, AstraZeneca, Sinopharm, Moderna, Pfiszer, Novavax. Ada juga vaksin yang diproduksi dalam negeri, misalnya Nusantara dan Merah Putih. Vaksin Merah Putih salah satu vaksin yang diproduksi dalam negeri.",bagai macam jenis vaksin covid pakai di indonesia seperti sinovac astrazeneca sinopharm moderna pfiszer novavax ada juga vaksin yang produksi dalam negeri misal nusantara dan merah putih vaksin merah putih salah satu vaksin yang produksi dalam negeri,1
"@tatakujiyati 1.blm ada penelitian efek vaksinasi dosis 1 sinovac thd pencegahan dr terinfeksi covid. Byk study menyimpulkan respon antibodi sinovac dosis1 sgt kecil dibanding vaksin lainnya

2. Positivity rate prnh 40an%, artiya byk kasus positif tdk terdeteksi test.",belum ada teliti efek vaksinasi dosis sinovac hadap cegah dari infeksi covid banyak study simpul respon antibodi sinovac dosis sangat kecil banding vaksin lain positivity rate pernah an artiya banyak kasus positif tidak deteksi test,0
"Contoh: Belanda Italy US udah masuk gelombang baru,bahkan covid udah berevolusi. Jadi vaksin sinovac tidak berlaku lagi,kalo moderna masih belum tau dari WHO. Makanya pemerintah takut penurunan angka covid ini karena nanti pada euforia padahal masih ada cvd baru.",contoh belanda italy uji sekolah sudah masuk gelombang baru bahkan covid sudah evolusi jadi vaksin sinovac tidak laku lagi jika moderna masih belum tahu dari who makanya perintah takut turun angka covid ini karena nanti pada euforia padahal masih ada cvd baru,1
"Gila sih covid makin ga karuan...

Kalo bisa vaksin lagi, gua pen vaksin lagi dah yg astrazeneca😭😭😭",gila sih covid makin enggak karuan jika bisa vaksin lagi aku pengin vaksin lagi deh yang astrazeneca,0
"Vaksin ampuh dan efektif bukan hoaks, karena sudah dibuktikan dengan banyak data. Jangan ragu, segera akses vaksin yang tersedia di sekitar kita serta tetap patuhi protokol kesehatan.

Disiplin 3M + Vaksinasi COVID-19 adalah ikhtiar kita bersama",vaksin ampuh dan efektif bukan hoaks karena sudah bukti dengan banyak data jangan ragu segera akses vaksin yang sedia di sekitar kita serta tetap patuh protokol sehat disiplin vaksinasi covid adalah ikhtiar kita sama,1
Here in malaysia. Bila org register AZ dpt awal pastu kita kena marah lg sbb diorng tk dpt. Padahal WE FIGHT FOR THE SLOT KOT! Pastu ada geng dh dpt appointment bila nk cucuk dpt vaksin sinovac reject jugk sbb takut. Kau nak apa eh sebenarnya? Ke kau nak covid?,here ini malaysia bila orang register az dapat awal pastu kita kena marah lagi sebab diorng tak dapat padahal aku fight untuk the slot kot pastu ada geng deh dapat appointment bila nk cucuk dapat vaksin sinovac reject jugk sebab takut kamu mau apa eh benar ke kamu mau covid,1
"@f_fz Sebagai contoh aja, kaka ina chelsea sdh 1bln sejak vaksin ke2 sinovac, tetep kena positif covid &amp; 14 hari isolasi mandiri. Gk jaminan bro, dan isolasi itu gk enak yaaa.....salam sehat &amp; semangat prokes bro",bagai contoh saja kakak ina chelsea sudah bulan sejak vaksin ke sinovac tetap kena positif covid amp hari isolasi mandiri enggak jamin saudara laki dan isolasi itu enggak enak iya salam sehat amp semangat prokes saudara laki,1
"Okei so classmate adik aku semua da settle second dose astrazeneca, and now ada sorang positive covid but suprisingly, dia sorang je kena daripada beramai-ramai tu even roomate dia. Makaa, effective lah vaksin ni",oke sok cla mate adik saya semua sudah settle second dose astrazeneca dan now ada sorang positive covid but suprisingly dia sorang je kena daripada ama ramai itu even roomate dia makaa effective lah vaksin ini,1
"Hal ini menyebabkan terjadinya kelangkaan padaketersediiaan vaksin COVID19 Saaat iniada berbagai macam jenis vaksin COVID19 yang sudah masuk dan dipergunakan di Indonesia. Beberapa diantaranya adalah vaksin SinovacAstraZenecaSinopharm,Moderna Pfizer yg merupakanproduksiluarnegeri",hal ini sebab jadi langka padaketersediiaan vaksin covid sat iniada bagai macam jenis vaksin covid yang sudah masuk dan guna di indonesia beberapa antara adalah vaksin sinovacastrazenecasinopharm moderna pfizer yang merupakanproduksiluarnegeri,1
@mardibsk11 @kurawa Maksudnya obat covid sini tuh vaksin sinovac?,maksud obat covid sini itu vaksin sinovac,1
@AREAJULID Masih banyak masyarakat yg ga percaya covid. Disuruh pake masker ga mau. Diingatkan untuk ga bikin keramaian masyarakatnya malah bikin hajatan. Disuruh vaksin yg jelas2 gratis ga mau. Tanyakan lagi kemasyarakat. Mau covid cpt selesai kalau prokes ga mau dijlnkan sama aja boong,masih banyak masyarakat yang enggak percaya covid suruh pakai masker enggak mau ingat untuk enggak buat ramai masyarakat bahkan buat hajat suruh vaksin yang jelas gratis enggak mau tanya lagi masyarakat mau covid cepat selesai kalau prokes enggak mau dijlnkan sama saja bohong,0
"Semua vaksin ini menunjukkan 100 peratus keberkesanan untuk mengelakkan kematian dari Covid

Berapa kadar keberkesanan setiap vaksin?

1. Pfizer : 95%
2. Moderna : 94%
3. Sputnik : 92%
4. AstraZeneca : 71%",semua vaksin ini tunjuk atus kesan untuk elak mati dari covid berapa kadar kesan tiap vaksin pfizer moderna sputnik astrazeneca,1
"Se blok yg kena covid banyak bgt inih, haduh.
Tapi depanku ttp gamau vaksin, udh dibilang ada sinovac , tapi terbatas, buruan cuss ke rs deket rumah

Jawabnya, ntar deh mikir dulu
..anjjjjjj",se blok yang kena covid banyak banget ini aduh tapi depan tetap enggak mau vaksin sudah bilang ada sinovac tapi batas buru cu ke rs dekat rumah jawab entar deh mikir dulu anjing,0
"@Askrlfess mungkin karena keefektifan sm efek sampingnya. kalo polio, cacar, dll dah jelas efek samping sama efektif. kalo vaksin covid? apalagi sinovac. yang keefektifannya masih dibawah pfizer atau vaksin lain",mungkin karena efektif sama efek samping jika polio cacar dan lain deh jelas efek samping sama efektif jika vaksin covid apalagi sinovac yang efektif masih bawah pfizer atau vaksin lain,0
"Pemberian vaksin itu gratis karena sudah menjadi tanggung jawab pemerintah,"" tandas politisi yang juga memimpin DPC PDI Perjuangan Kota Cirebon.

Ia juga menginginkan agar masyarakat ikut membantu bila ada tetangga yang terkonfirmasi Covid-19.

#PDIPerjuangan
#SolidBergerak",beri vaksin itu gratis karena sudah jadi tanggung jawab perintah tandas politis yang juga pimpin dpc pdi juang kota cirebon ia juga ingin agar masyarakat ikut bantu bila ada tetangga yang konfirmasi covid,1
"Dari artikel yang saya baca, kendala yang mereka hadapi adalah kurangnya relawan yang bisa membantu mereka. Di Indonesia sekarang ini, tiap hari akan juga semakin banyak orang yang mendapatkan vaksin Covid-19, baik itu vaksin SinoVac, Sinopharm, AstraZeneca, dan lain-lain.",dari artikel yang saya baca kendala yang mereka hadap adalah kurang rawan yang bisa bantu mereka di indonesia sekarang ini tiap hari akan juga makin banyak orang yang dapat vaksin covid baik itu vaksin sinovac sinopharm astrazeneca dan lain lain,0
@jaefanya Saya sangat senang video Pak De banyak dishare. Artinya yg ikut nge share video Pak De jadi tahu bahwa Pandemi Covid-19 nyata. Tes PCR paling akurat krn bisa membedakan berbagai jenis virus yg ada disaluran pernapasan melalui multiplexing primer spesifik. Vaksin Sinovac penting,saya sangat senang video pak dek banyak dishare arti yang ikut nge share video pak dek jadi tahu bahwa pandemi covid nyata tes pcr paling akurat karena bisa beda bagai jenis virus yang ada salur napas lalu multiplexing primer spesifik vaksin sinovac penting,1
Manfaat vaksinasi jauh lebih besar jika dibandingkan risiko kematian yang akan terjadi akibat penyakit COVID-19. Oleh karenanya vaksinasi menggunakan AstraZeneca akan terus berjalan.,manfaat vaksinasi jauh lebih besar jika banding risiko mati yang akan jadi akibat sakit covid oleh karena vaksinasi guna astrazeneca akan terus jalan,1
"jokowi: Indonesia telah mendatangkan 83,9 juta dosis vaksin dari Sinovac, AstraZeneca, dan Sinopharm. 

Hari ini, sebanyak 8 juta dosis bahan baku vaksin Sinovac kembali tiba di Indonesia dengan pesawat Garuda. Ini merupakan kedatangan vaksin Covid-19 ke-13 sejak 6 Desember 2020.",jokowi indonesia telah datang juta dosis vaksin dari sinovac astrazeneca dan sinopharm hari ini banyak juta dosis bahan baku vaksin sinovac kembali tiba di indonesia dengan pesawat garuda ini rupa datang vaksin covid ke sejak desember,1
"Alhamdulillah sudah mendapat vaksin ketiga dengan vaksin Moderna. Sebelumnya dengan Sinovac, bersyukur tidak ada efek samping dan tidak kena Covid-19 selama ini. Semoga yg ketiga ini lancar dan bisa mencegah infeksi Covid-19 selanjutnya. Yg penting upaya maksimal, tinggal berdoa.",alhamdulillah sudah dapat vaksin tiga dengan vaksin moderna belum dengan sinovac syukur tidak ada efek samping dan tidak kena covid lama ini moga yang tiga ini lancar dan bisa cegah infeksi covid lanjut yang penting upaya maksimal tinggal doa,1
"karna aku sama bapak vaksin sinovac, dan lebih bersyukur aja sih karna berarti walaupun bapak masih beresiko kena covid tp seenggaknya gaakan parah🥺 (aku sering cemas sendiri karna bapakku tuh ngerokokkkkkkk☹️😑)",karena saya sama bapak vaksin sinovac dan lebih syukur saja sih karena arti walaupun bapak masih resiko kena covid tapi enggak gaakan parah saya sering cemas sendiri karena bapak itu ngerokok,1
"Presiden Disuntik Vaksin COVID-19 Dosis Kedua.
Bertempat di Istana Kepresidenan Jakarta, Presiden Joko Widodo disuntik vaksin COVID-19 dosis kedua, Rabu (27/1) pagi. 
Untuk diketahui, vaksin yang diproduksi oleh Sinovac ini membutuhkan dua kali penyuntikan.",presiden suntik vaksin covid dosis dua tempat di istana presiden jakarta presiden joko widodo suntik vaksin covid dosis dua rabu pagi untuk tahu vaksin yang produksi oleh sinovac ini butuh dua kali sunti,1
"Belajar dari wabah dimasa silam,seperti wabah penyakit cacar dan polio,vaksinasi massal sangat efektif untuk membantu meredahkan penularan.Namun saat ini vaksin khususnya vaksin covid-19 sendiri baru bisa dikembangkan bahkan produksinya sangat terbatas.",ajar dari wabah masa silam seperti wabah sakit cacar dan polio vaksinasi sama al sangat efektif untuk bantu redah tular namun saat ini vaksin khusus vaksin covid sendiri baru bisa kembang bahkan produksi sangat batas,0
"Sbnernya ada bnyak jenis Vaksin Covid-19 di Indonesia. Dan kita dianjurkan untuk tidak pilih2 soal Vaksin yg dipakai saat Vaksinasi 

Krn Pemerintah yakin, Vaksin Covid-19 yg digunakan di Indonesia, spt Sinovac, Sinopharm, AstraZeneca, punya efikasi di atas 50%",sbnernya ada banyak jenis vaksin covid di indonesia dan kita anjur untuk tidak pilih soal vaksin yang pakai saat vaksinasi karena perintah yakin vaksin covid yang guna di indonesia seperti sinovac sinopharm astrazeneca punya efikasi di atas,1
"Kesan sampingan yang saya rasakan ini adalah kesa sampingan yang ringan dan paling banyak dialami. Kesan ini hampir sama dalam mana-mana vaksin termasuk vaksin COVID. Vaksin mRNA Pfizer misalannya, mempunyai kesan sampingan yang sama.",kesan samping yang saya rasa ini adalah kesa samping yang ringan dan paling banyak alami kesan ini hampir sama dalam mana mana vaksin masuk vaksin covid vaksin mrna pfizer misal punya kesan samping yang sama,0
"Sinovac ga bekerja seperti seharusnya, banyak yg sudah di vaksin Sinovac tapi masih tetap terpapar covid19. Pemerintah harus jujur terkait bisnis vaksin ini.",sinovac enggak kerja seperti harus banyak yang sudah di vaksin sinovac tapi masih tetap papar covid perintah harus jujur kait bisnis vaksin ini,0
@razbellabella Dorg ni tkthu lahh. Selfish kemainn. Org lainnn berebut nak vaksin. Dia boleh nk milih lahh ape lahh. Sok dh dpt covid tu. Brjngkit kat org lain. Nk slah kan spe. Pdhal diri sndiri tu yg memilih. Nak pfizer lah ape lah. Pdhal sndiri malas nk buat research,dorg ini tkthu lah selfish kemainn orang lain rebut mau vaksin dia boleh nk pilih lah apa lah sok deh dapat covid itu brjngkit kat orang lain nk salah kan spe padahal diri sendiri itu yang pilih mau pfizer lah apa lah padahal sendiri malas nk buat research,0
"Kasus Covid-19 Omicron melonjak, ada yg transisi lokal Covid-19 Omicron langsung tular. Pemerintah dan Kemenkes RI akan disiapkan Vaksin Booster secara gratis utk masyarakat.

#KemenkesRI #SatgasCovid19 #Covid19 #Covid19Omicron #VaksinBooster #KasusMelonjak #ImbasCovid19 #Bahaya",kasus covid omicron lonjak ada yang transisi lokal covid omicron langsung tular perintah dan kemenkes ri akan siap vaksin booster cara gratis untuk masyarakat,0
@narkosun Inilah org yg terbodoh atas pendpt yg ngacoo dan ngawur dan memprovokasi masyrkt atas ucapannya 65% vaksin sinovac covid. Dia bkn seolah pakar dan dia tdk ikuti prof.dr.Bimo. bhw dgn suntik vaksin sinovac covid 19 ini berarti kita menambah kekebalan tubuh 65% di tambah prokes 3M.,ini orang yang bodoh atas pendpt yang ngacoo dan bicara sembarang dan provokasi masyrkt atas ucap vaksin sinovac covid dia bukan olah pakar dan dia tidak ikut prof dari bimo bahwa dengan suntik vaksin sinovac covid ini arti kita tambah kebal tubuh di tambah prokes,1
"semoga semua mutualku gaada yg ngeyel. pls covid itu ada. kalopun engga percaya covid itu ada, setidaknya vaksin deh. ga bayar. apalagi yg daerahnya disubsidiin banyak stok vaksin. ayo vaksin! udah ga percaya covid, gamau vaksin pula. ga ngerti w sama org kek gini 🙄",moga semua mutualku enggak ada yang ngeyel tolong covid itu ada kalo enggak percaya covid itu ada tidak vaksin deh enggak bayar apalagi yang daerah disubsidiin banyak stok vaksin ayo vaksin sudah enggak percaya covid enggak mau vaksin pula enggak erti sama orang kayak begini,1
"Tenang aja jenis vaksin yg digunakan dalam vaksinasi gotong royong berbeda dengan jenis vaksin program pemerintah.
Jubir Vaksinasi Covid-19 Siti Nadia Tarmizi mengatakan, vaksin gotong royong tidak akan menggunakan vaksin Sinovac, AstraZeneca, Novavax, dan vaksin Pfizer.",tenang saja jenis vaksin yang guna dalam vaksinasi gotong royong beda dengan jenis vaksin program perintah juru bicara vaksinasi covid siti nadia tarmizi kata vaksin gotong royong tidak akan guna vaksin sinovac astrazeneca novavax dan vaksin pfizer,1
"@iic_a @muliadilim @abcaustralia_id Kedua ortu sy juga alhamdulillah sdh 2x vaksin sinovac, terpapar covid-19 dgn gejala ringan. Saturasi jg tidak pernah di bawah 95%. Insyaallah vaksin membantu.",dua orang tua saya juga alhamdulillah sudah vaksin sinovac papar covid dengan gejala ringan saturasi juga tidak pernah di bawah insyaallah vaksin bantu,1
Badan Pengawas Obat dan Makanan (BPOM) diketahui telah memberikan izin penggunaan darurat atau Emergency Use Authorization (EUA) untuk vaksin Covid-19 produksi Sinovac pada Senin (11/1).,badan awas obat dan makan bpom tahu telah beri izin guna darurat atau emergency use authorization eua untuk vaksin covid produksi sinovac pada senin,1
"Kriteria tersebut adalah aman, efektif, dan halal serta dalam jumlah yang cukup untuk memenuhi kebutuhan di dalam negeri.
Mayoritas responden optimistis vaksin Covid-19 bernama Merah Putih yang dikembangkan Kementerian Riset dan Teknologi Republik Indonesia",kriteria sebut adalah aman efektif dan halal serta dalam jumlah yang cukup untuk penuh butuh di dalam negeri mayoritas responden optimistis vaksin covid nama merah putih yang kembang menteri riset dan teknologi republik indonesia,1
"Vaksin Covid-19 Efektif Untuk Terbentuk Antibodi Melindungi Tubuh Dari Penyakit Yang Spesifik

""Maka mari sayangi diri kita dan keluarga kita

#PDIPerjuangan 
#SolidBergerak",vaksin covid efektif untuk bentuk antibodi lindung tubuh dari sakit yang spesifik maka mari sayang diri kita dan keluarga kita,1
"Alhamdulillah gak ada gejala berat. Cuma batuk kadang² aja. Mungkin efek udah vaksin dosis lengkap sinovac, badan udah siap nerima serangan si virus covid ini.

Yuk vaksin 💪",alhamdulillah enggak ada gejala berat cuma batuk kadang saja mungkin efek sudah vaksin dosis lengkap sinovac badan sudah siap terima serang sih virus covid ini yuk vaksin,1
@adilafarhana2 Lain mcm vaksin ko ni..vaksin lapar ke vaksin covid..dpt yg pfizer mcm 2 hari xtidoo..nyenyak wehh kena yg tu lepas telan panadol,lain macam vaksin kok ini vaksin lapar ke vaksin covid dapat yang pfizer macam hari xtidoo nyenyak wehh kena yang itu lepas telan panadol,1
"@TheLast007 Dari data ini saya menyimpulkan, bahwasannya mereka yg telah divaksin sinovac mala rentan terinveksi virus covid 19. Saya curiga peningkatan kasus covid 19 akibat vaksin ini.
Mohon yg terinveksi covid 19, untuk melapor jika ia sudah di vaksin.",dari data ini saya simpul bahwasannya mereka yang telah vaksin sinovac mala rentan terinveksi virus covid saya curiga tingkat kasus covid akibat vaksin ini mohon yang terinveksi covid untuk lapor jika ia sudah di vaksin,0
"terbaru ini dikeluarkan karena anak juga dapat tertular dan atau menularkan virus corona dari dan ke orang dewasa di sekitarnya walau tanpa gejala.

Selain itu BPOM (Badan Pengawas Obat dan Makanan) juga telah memberikan izin mengenai adanya Vaksin Sinovac untuk anak. Kepala",baru ini keluar karena anak juga dapat tular dan atau tular virus corona dari dan ke orang dewasa di sekitar walau tanpa gejala selain itu bpom badan awas obat dan makan juga telah beri izin kena ada vaksin sinovac untuk anak kepala,1
"@SalamMiun @rmol_id Gak bisa diabaikan kalau melebihi 1%.  Total di vaksin itu ada 40jt orang. 1% aja itu 400rb jiwa. itu bukan angka kecil. Saya gak bilang sinovac pasti mujarab. Setidaknya saya yakini bisa membentuk antibodi, sisanya tinggal diri kita sendiri yang menjaga diri agar gak kena covid.",enggak bisa abai kalau lebih total di vaksin itu ada juta orang saja itu ribu jiwa itu bukan angka kecil saya enggak bilang sinovac pasti mujarab tidak saya yakin bisa bentuk antibodi sisa tinggal diri kita sendiri yang jaga diri agar enggak kena covid,1
"@KemenkesRI 7.Trs mnurun juml:
Kasus:baru,aktif
Postv Rate
BOR
Suspek

8.Makin Efektif:
Mngerem Laju covid
Mutus pnyebaran covid

9.PPKM,smg:
Lbh Efektif
Dperluas,termsk LuarJawa
Dperpanjang lg,smpai covid mnurun
signifikan

10.Vaksinasi
Kapasitas lbh 500Ribu/hari

11.Bnyk Zona kuning,hijau",terus mnurun juml kasus baru aktif postv rate bor suspek makin efektif mngerem laju covid mutus pnyebaran covid ppkm moga lebih efektif dperluas termsk luarjawa dperpanjang lagi sampai covid mnurun signifikan vaksinasi kapasitas lebih ribu hari banyak zona kuning hijau,1
"Nah ngomongin pencegahan covid-19 selain dengan Batasi Mobilitas, temen 2 udah pada divaksin belum nih? Karena vaksinasi termasuk upaya efektif #CegahLedakanKasus covid-19",nah omong cegah covid selain dengan batas mobilitas teman sudah pada vaksin belum ini karena vaksinasi masuk upaya efektif covid,1
"vaksin covid namanya sinovac, kenapa ga namanya sineneng aja kan lebih indonesia H H H H",vaksin covid nama sinovac kenapa enggak nama neng saja kan lebih indonesia,1
"Covid
1.7M cases 
48.8K fatalities

Vaccines 
9M fully vaccinated 
30 probable (belum pasti) fatalities 

Masih gamau vaksin?
Sinovac 98% mencegah fatality lho. Memang ada yang masih terinfeksi tapi really saves lives.

Jangan lupa plasma kovalen harganya bisa belasan juta.",covid cases fatalities vaccines fully vaccinated probable belum pasti fatalities masih enggak mau vaksin sinovac cegah fatality lho memang ada yang masih infeksi tapi really saves lives jangan lupa plasma kovalen harga bisa bas juta,1
"Twt_Cyberjaya: RT @KKMPutrajaya: Keberkesanan mengurangkan kemasukan ke ICU dalam kalangan pesakit COVID-19: 

AstraZeneca  96% (91% - 99%) 
Pfizer 92% (91% - 94%) 
Sinovac 77% (75% - 79%) 

Sumber: Kajian Menilai Keberkesanan Vaksin-vaksin COVID-19 di bawah PICK (RECoVam) 
…",twt cyberjaya kesan kurang masuk ke icu dalam kalang sakit covid astrazeneca pfizer sinovac sumber kaji nilai kesan vaksin vaksin covid di bawah pick recovam,1
"@ivanlanin Senin pagi saya di vaksin ke 1 pake sinovac. Alhamdulillah tdk ada efek samping nya sama sekali.
Jangan takut di vaksin. Lindungi diri dan keluarga dr covid 19.",senin pagi saya di vaksin ke pakai sinovac alhamdulillah tidak ada efek samping nya sama sekali jangan takut di vaksin lindung diri dan keluarga dari covid,1
"@FerdiPoniman Mumpung vaksin masih gratis (krn pandemi) sebaiknya bergegas di vaksin.  Kalau bukan. Pandemi lagi, tidak wajib pemerintah menanggung semua tetapi dibayar oleh rakyat. Juga kalau sakit covid setelah bukan pandemi lagi, akan biaya sendiri. Kebayang rentannya yg tidak vaksin itu",selagi vaksin masih gratis karena pandemi baik gegas di vaksin kalau bukan pandemi lagi tidak wajib perintah tanggung semua tetapi bayar oleh rakyat juga kalau sakit covid telah bukan pandemi lagi akan biaya sendiri bayang rentan yang tidak vaksin itu,1
"Laporan Kemenkeu menunjukkan, Indonesia telah mengimpor 201,9 juta dosis vaksin Covid-19 sejak 1 Januari hingga 23 Agustus 2021 lalu.Sinovac 166,5 juta,AstraZeneca 17,1 juta, 8,29 jt sinopharm,  Moderna dan Pfizer masing-masing sebanyak 7,5 juta dosis dan 2,6 juta dosis vaksin.",lapor kemenkeu tunjuk indonesia telah impor juta dosis vaksin covid sejak januari hingga agustus lalu sinovac juta astrazeneca juta juta sinopharm moderna dan pfizer masing masing banyak juta dosis dan juta dosis vaksin,1
"Aku pesan yg dah ambil vaksin tu tak kira la baru 1st dose @ 2nd dose, jangan nak over sgt ke hulu ke hilir. Pergu merata alam tak ingat dunia. Apa kau ingat dah complete vaksin virus tu tak boleh berjangkit dengan kau ke? Kwn aku dah complete vaksin pfizer pun kena covid jugak",saya pesan yang deh ambil vaksin itu tidak kira lah baru st dose indak dose jangan mau over sangat ke hulu ke hilir pergu rata alam tidak ingat dunia apa kamu ingat deh complete vaksin virus itu tidak boleh jangkit dengan kamu ke kwn saya deh complete vaksin pfizer pun kena covid juga,1
"pertanyaan ayah malam ini, ""mbak, kenapa swab itu bayar sedangkan vaksin itu gratis? padahal kan mereka diranah yang sama, sama-sama berhubungan dengan covid.""",tanya ayah malam ini mbak kenapa swab itu bayar sedang vaksin itu gratis padahal kan mereka ranah yang sama sama sama hubung dengan covid,0
